Platform;Post ID;Post Type;Post Content;Likes;Comments;Shares;Impressions;Reach;Engagement Rate;Audience Age;Audience Gender;Audience Location;Audience Interests;Sentiment
Instagram;be79dbaf-9882-4156-b2f5-39943bc6e12d;Image;Lawyer along vote girl.;13;234;3;3699;819;30.53;25;Female;Pitcairn Islands;toward;Positive
Instagram;65c5c727-ab3f-49f2-860e-15d93c27b579;Link;Someone almost light instead.;419;71;40;8876;3058;17.33;63;Male;Czech Republic;open;Neutral
LinkedIn;b9b69c61-7dc8-40ab-87b2-722e54483a48;Link;Music side force which.;670;249;162;9449;815;132.64;35;Male;New Caledonia;a;Negative
LinkedIn;25051f8f-9d30-470b-9326-ca01d6cee093;Image;Quickly east executive course effect west person.;291;300;98;1856;507;135.90;60;Female;Martinique;which;Positive
Facebook;f99b5eb4-bc54-4ac2-b442-f0dd9daa4b81;Image;Beautiful assume manage br now true available.;66;138;179;7612;3701;10.35;56;Female;Montenegro;expert;Neutral
LinkedIn;a0247259-f546-43db-accd-18f3528b716e;Link;Kid would very station play drop education.;380;124;96;6907;4543;13.21;62;Male;British Virgin Islands;practice;Neutral
Twitter;1efda85a-0bd3-42d5-9668-c013a1e16b83;Image;Mission air method difficult better control.;880;1;41;7732;1495;61.67;37;Male;Timor-Leste;walk;Positive
Twitter;d501b5f8-af69-4992-a733-c41ee734f20d;Image;Check place least.;459;89;53;3784;2171;27.68;47;Male;Zambia;follow;Positive
LinkedIn;1fc3c478-bf0c-4010-ad01-f9082a82228d;Image;Cost recognize certain face wife trip plant.;922;204;135;6501;1192;105.79;23;Male;Senegal;thank;Negative
Facebook;299949de-3653-4530-ba55-eb6f90526ab1;Link;Third treat station guy keep church front poor.;680;77;40;3447;1508;52.85;44;Male;Saint Helena;exist;Neutral
Facebook;98e9e0aa-db83-4589-8964-beee783809c1;Link;When if tax not fine.;986;253;45;1333;4849;26.48;50;Female;Israel;upon;Positive
Instagram;dd282a42-be58-4779-92d8-a6cae5e26b73;Video;Follow surface fund.;751;200;159;1000;4951;22.42;50;Male;Heard Island and McDonald Islands;consumer;Negative
LinkedIn;32ebe516-aac0-4c1b-9207-97cf2c8ad81c;Image;Friend rise case yeah hotel everything case baby.;765;354;68;1832;4397;27.00;59;Male;Guinea;about;Negative
Facebook;a1eb2f62-d88e-4b4a-87d1-3bc0fce11b57;Link;Sell show those far gun people region fund.;762;1;49;7823;3261;24.90;60;Female;Congo;federal;Positive
Instagram;279c7f38-3563-485b-bab1-5c8e6f20006e;Link;Majority community industry black mind machine.;467;480;8;1815;807;118.34;36;Female;Sao Tome and Principe;pass;Negative
Instagram;b108299b-a9cb-4fce-bbb1-0fdd8c45874d;Video;Event argue want term center mean skin.;898;123;170;3260;4894;24.34;23;Female;Turkey;process;Positive
Instagram;d2387acb-9827-4f49-a5f8-1960a83e2311;Video;Her home first election receive.;866;185;6;5410;4290;24.64;24;Male;Portugal;down;Negative
Instagram;fdcdf1f9-f043-478a-b9a0-4b558c51ccd5;Image;Wonder well friend today evening.;69;218;55;1132;2558;13.37;21;Female;Sierra Leone;state;Negative
Twitter;41acf664-124d-4509-ae4e-a97482d67bd0;Image;Nature read heart control customer page anything.;324;359;70;7249;506;148.81;35;Male;Saint Pierre and Miquelon;order;Negative
LinkedIn;f6a0b865-7477-428e-a816-7377c019229c;Link;Wish cost source.;961;223;2;4420;1794;66.11;56;Male;Gambia;something;Negative
Twitter;30faee3d-fccc-4626-bab7-60ee0f4e3fe0;Video;Within threat relationship hear.;119;394;87;8356;4647;12.91;58;Female;Sierra Leone;child;Positive
LinkedIn;4c838be3-68d2-45a7-83ca-46685e6c7231;Link;Today  authority beyond example decide.;551;227;136;3291;894;102.24;18;Female;French Guiana;ball;Positive
LinkedIn;cd04cf61-95b5-4fb2-9152-f4b7893040dd;Image;Throughout be kitchen huge stand each.;542;402;13;8927;670;142.84;44;Male;Tanzania;study;Negative
LinkedIn;5209026a-453a-4e08-9739-8915621bae89;Image;Similar reflect whether truth tree unit their.;645;229;147;4021;2184;46.75;33;Female;Oman;possible;Positive
Instagram;b87f3fa8-8be6-4ec4-bf64-73d9d4f2c47f;Image;Amount almost whether take agency.;95;110;8;7590;1530;13.92;40;Female;Bangladesh;month;Neutral
Twitter;ad1710a6-a7fa-41cd-9483-3a0b54e2ed27;Link;Police tend recognize change.;263;436;85;8226;1499;52.30;60;Female;Saint Pierre and Miquelon;as;Negative
Instagram;85cf53c1-f697-464d-8471-c8648d42b7d6;Link;Event performance third.;22;361;21;2049;4329;9.33;22;Female;Grenada;will;Positive
Instagram;bddb0922-12bd-4989-9cb2-ccd3e848b410;Video;Stay toward fine measure range.;301;373;175;3541;2494;34.04;34;Male;Guam;compare;Neutral
Instagram;5790a224-6849-4439-ade2-3cfb25c296d4;Video;Husband risk thank eye represent college.;14;5;142;1159;3936;4.09;33;Female;Niger;west;Positive
Twitter;a5fa7761-a57e-4da9-b9cf-b72f61df5de1;Link;Necessary economic serious enough method.;80;419;181;9455;4887;13.91;35;Female;Tunisia;against;Neutral
Instagram;e938fbdb-9203-4648-af3a-1b58b91c3b7a;Image;Management black food amount enough move between.;611;82;16;3273;2116;33.51;37;Female;Ireland;but;Positive
Facebook;32286467-e726-4681-be49-c32428c7c4c3;Video;Travel wind subject do task that order begin.;250;244;80;8185;2274;25.24;47;Female;Trinidad and Tobago;important;Negative
Twitter;8ec51c27-046b-405b-bc6b-13f0f74587e5;Link;Election fund let strategy.;519;342;70;6806;2176;42.78;33;Male;Niger;sport;Neutral
Instagram;33bf633a-98d9-4b2e-8bc8-d439014e1fd6;Image;Today agree inside ball doctor stop.;711;113;194;1176;3716;27.40;41;Male;Samoa;land;Negative
Facebook;2943ead4-80ae-4e3b-a615-5f22f29f1138;Video;Over soldier up.;377;254;87;5851;4187;17.15;20;Male;South Georgia and the South Sandwich Islands;mouth;Positive
Instagram;6b3e43fa-40b7-45b2-b301-9c0f05fcfc99;Link;Method tend let identify represent.;351;466;161;7993;1314;74.43;52;Male;Anguilla;leader;Neutral
Facebook;1e427f32-e422-4183-8cf9-36313a3b8e16;Image;From image per.;318;74;101;2969;2296;21.47;51;Female;Jersey;two;Negative
Instagram;c816fe6d-5e65-466b-bd7f-219935a6be3d;Video;Past off bring an.;156;272;141;3732;4975;11.44;25;Female;North Macedonia;fund;Neutral
Instagram;899c391a-ff39-4ed4-be27-71a5e709b93d;Video;Trouble may glass easy bad simple.;244;174;33;1566;4173;10.81;39;Female;Korea;tree;Positive
Instagram;c5cde043-f3ef-4645-9e25-9334ba2dc820;Video;Out part fear modern attention.;379;47;161;3596;4712;12.46;57;Male;Bulgaria;approach;Positive
Facebook;9e1f5d82-1454-4d57-bbbc-6eda64a0a7eb;Link;Hair practice you rich statement.;370;120;99;3173;2402;24.52;56;Female;Venezuela;only;Neutral
LinkedIn;bf2ce6c8-fc2e-4b52-af97-0b7145839817;Image;South even man interesting.;126;307;56;7442;3927;12.45;38;Female;Belarus;meet;Positive
LinkedIn;4e21bb80-561d-4ce3-801b-ec7cb1e6636a;Image;Idea best become by.;622;421;83;3626;1389;81.07;20;Male;Cote d'Ivoire;stand;Neutral
Twitter;4413500c-167a-45a8-9edc-2100a9639e81;Link;Claim population push mind party scientist always.;432;139;104;1172;4157;16.24;43;Female;Bermuda;then;Positive
Twitter;e680bd00-1f67-4179-a50a-105f5a219480;Link;Decade article officer break phone.;437;440;94;7708;4552;21.33;28;Male;Andorra;indeed;Positive
Facebook;379c28e6-f976-49d9-aa9e-7ea708d83ea1;Link;Perform food bar wide thought above.;829;288;43;7345;833;139.26;23;Female;Cote d'Ivoire;training;Negative
Twitter;5def117c-ed4c-442c-9fb8-b47721aa40b0;Video;Prove read several ball south friend case.;438;367;126;7698;2041;45.61;34;Male;Malaysia;suddenly;Negative
Instagram;8da44d93-7f0b-4aa3-a7b2-945ac61760aa;Image;Analysis area control myself hear consider.;305;201;157;9808;2904;22.83;31;Male;Latvia;two;Negative
Instagram;febd21cd-95e4-43fe-aefe-e6f8a9694c08;Video;Some follow fear she.;79;484;168;5275;2274;32.15;39;Male;Finland;type;Negative
Facebook;9d4e6ac5-433a-441c-96e4-3bac486520b1;Video;Spend how him suddenly the ahead.;746;261;147;4834;1031;111.93;50;Female;Sierra Leone;system;Positive
Facebook;2f42c273-ff92-40d8-92e7-0547b777ad63;Link;Then single carry majority thing.;280;90;87;3318;3878;11.78;58;Male;Russian Federation;contain;Neutral
Twitter;e3f4cc37-3098-49ad-b4e1-aea95c9030f2;Video;Son yeah language street.;454;273;111;3944;3266;25.66;37;Male;Northern Mariana Islands;executive;Positive
Instagram;baa7df3a-2007-451d-8362-655ce21f8c20;Link;Season major safe staff company high fish.;859;482;19;9970;3666;37.10;59;Female;Dominican Republic;will;Positive
Twitter;ff84797d-8c79-4824-992d-132f1fddfd5f;Link;About trade his eat top meeting.;647;196;175;9036;1065;95.59;54;Male;Ireland;former;Negative
Facebook;40dc2f9d-cc04-4666-8564-98fbf61d3d1f;Video;Return discuss outside minute look his.;756;119;105;4293;4718;20.77;45;Male;Rwanda;surface;Negative
Facebook;2e0e1ff8-059d-48b3-90ec-ed9522bc15cb;Link;Nature he city indeed American west language his.;590;383;60;9080;2360;43.77;52;Female;Italy;arm;Positive
Twitter;7a56c00a-83e4-499e-a4bf-ff5827115d3c;Image;Important day price focus American assume oil.;301;438;104;4352;2370;35.57;45;Female;Burkina Faso;data;Neutral
Twitter;5be04de7-8499-4898-b362-4e1b734c54a0;Video;Coach suddenly thank.;522;196;15;4309;979;74.87;58;Male;New Caledonia;financial;Positive
Twitter;eeedb378-632c-4a17-ab7a-caf0fa334900;Link;Per under despite culture Congress movement blood.;671;309;15;9093;3151;31.58;23;Female;Liechtenstein;charge;Neutral
Facebook;8b402474-017e-4a14-8278-ea342fc3f795;Video;Plan Mr field mind guess however since.;479;90;116;4399;768;89.19;31;Male;Colombia;like;Negative
LinkedIn;72486e30-8dcd-4854-90c1-cb80ebd2ab31;Video;Industry affect simple still.;28;378;18;3340;1826;23.22;33;Female;United Kingdom;always;Neutral
LinkedIn;2aad89dd-211a-41f8-927c-11f579350a50;Image;Try take color.;782;407;110;6726;3020;43.01;60;Female;Christmas Island;teach;Negative
Instagram;3dc910fb-52af-4770-b963-bf1ca9586d8f;Image;Develop PM to camera shoulder behavior think.;340;449;60;9716;1222;69.48;39;Male;Burundi;reduce;Positive
Instagram;3e47fd8a-e3f3-49a1-a498-6c96430bab7e;Link;News their process movie guy soldier prevent.;798;308;139;2482;4412;28.22;21;Male;Namibia;experience;Negative
Twitter;29bf013c-abac-4cee-8765-decd5e933dca;Link;Capital amount school huge pay.;808;111;121;3680;2600;40.00;23;Male;Bouvet Island (Bouvetoya);rule;Positive
Instagram;9691db1e-af91-4b20-aa48-9791026d27a5;Image;Serve enter conference then positive.;430;452;74;6678;1754;54.50;46;Female;Sweden;available;Negative
LinkedIn;b0bb81b8-bdd6-46fd-a21f-e47ad78d2a0e;Link;Actually yard grow fast set surface kid.;728;69;52;6758;2434;34.88;45;Male;Cameroon;yard;Positive
Twitter;4c2ec130-e1a0-4051-80dc-f18a690a0986;Video;Suffer threat federal participant.;678;66;182;1561;1414;65.49;19;Male;France;or;Positive
Instagram;07c93aaf-fe74-4cc0-b651-03f3435f78bc;Link;Hold we tax hear while traditional.;656;375;83;5485;3356;33.19;44;Female;Uzbekistan;she;Negative
Instagram;71d51f67-85f5-4403-a482-c0b8f411b5a1;Link;Adult serious change test charge.;350;226;34;1680;1909;31.95;38;Male;Hungary;adult;Positive
LinkedIn;cb942047-ddb5-4a4e-b6d1-7f9b1745ef37;Video;Condition tree bank true security college.;772;479;90;3240;1037;129.32;58;Male;Senegal;somebody;Neutral
LinkedIn;a854c8ab-8a57-425a-bcbf-368cb0fda39d;Link;Program much office pressure investment through painting.;621;414;46;2244;731;147.88;23;Male;Syrian Arab Republic;reveal;Negative
Twitter;bf9bfe93-2eb4-4352-80ad-472e4ec430a3;Video;Clearly cover open white six may.;576;224;90;9118;1209;73.61;22;Female;Moldova;rich;Neutral
Instagram;49852147-d9c7-495d-88d2-c6165d502bd4;Image;Pattern behind condition radio.;103;336;53;2462;657;74.89;54;Female;Suriname;western;Positive
LinkedIn;a9ebdc94-8dd8-4204-8644-9d9d0237fd25;Image;Return benefit piece Democrat.;640;362;27;5257;2951;34.87;50;Male;Angola;even;Neutral
LinkedIn;3e801481-af8a-4d88-8e37-e3109119211d;Link;Fine approach cut society technology.;738;458;45;1630;636;195.13;29;Male;Western Sahara;per;Negative
Instagram;cc2e6148-c117-4cfb-bff9-b80a0ab652ac;Image;Think baby Mrs.;817;33;129;9673;536;182.65;52;Female;Mexico;teach;Neutral
Facebook;b4a5090e-72d4-44be-861d-93f977da66e6;Video;Contain chair season charge.;300;453;172;3766;4939;18.73;39;Male;Poland;watch;Neutral
Facebook;8f332ac2-4c8d-4b0b-b87f-d17e60888bc9;Link;Likely project degree catch.;124;432;89;9642;4835;13.34;43;Male;Bangladesh;information;Neutral
LinkedIn;0fdb9460-3685-4c81-aba9-d0a41be75ef2;Image;Allow subject likely door laugh.;181;242;117;5120;3572;15.12;31;Female;Tunisia;writer;Negative
Instagram;b9d8c742-889a-4649-88f0-4fa497f8bcbf;Image;Light usually institution expect.;773;348;26;8374;4279;26.81;20;Female;Cuba;arrive;Neutral
Twitter;d3597fd9-ff29-4aac-a10a-38efd6afa723;Link;Identify since base protect.;173;341;188;6880;2598;27.02;25;Male;Finland;thousand;Positive
Instagram;32eeaf03-4df5-4593-ba7d-9468495f6d82;Video;Agreement eye spend together follow laugh pick check.;397;257;8;8208;908;72.91;28;Male;Ecuador;article;Negative
Facebook;12407cf6-50cb-4bca-b4d6-9f5becca86d8;Video;Meeting necessary just everything garden ahead effort.;165;329;137;7958;2978;21.19;22;Female;Ecuador;science;Negative
Twitter;8baf2112-3db7-495f-a470-518c38fd47a9;Link;Local yourself think social campaign race enter.;161;301;115;2863;2706;21.32;29;Male;Finland;history;Negative
LinkedIn;961e210b-cc8f-4853-8257-e266b1776cd0;Video;Late relationship material really car likely.;212;305;46;7049;939;59.96;24;Female;Wallis and Futuna;pretty;Negative
Facebook;30104785-0621-42dc-8d29-d629eca13038;Link;Type play speak note.;134;248;125;2065;4404;11.51;63;Female;Belarus;difficult;Positive
LinkedIn;145ceb3a-28c8-40cd-8dbf-4384c7c43094;Video;Staff ever per message whom end quality.;612;484;123;2248;2206;55.26;57;Female;Bhutan;instead;Neutral
Facebook;aa5da233-4082-4d08-9687-6610ec076e9f;Image;Road consumer compare move simply recognize.;4;291;61;8446;4454;7.99;58;Female;Senegal;father;Positive
Twitter;325bab7d-7b3f-4a1d-8b02-23e794807df0;Link;Across on pressure.;475;431;187;5549;1058;103.31;62;Female;American Samoa;light;Positive
LinkedIn;e30419d7-2db5-4a45-8b18-ac0179abfa0d;Image;Phone charge five capital.;381;15;179;4028;4347;13.23;46;Male;Trinidad and Tobago;voice;Positive
Facebook;c1ac1d77-8803-437c-99b7-f1fd8ddd5195;Image;Teach themselves prevent reality think.;374;159;178;7302;1570;45.29;57;Female;Kenya;color;Neutral
LinkedIn;8e4a4576-b677-46a2-9941-062ff1ef45aa;Link;Follow film central line position.;635;424;103;6135;4124;28.18;55;Female;Burkina Faso;keep;Negative
LinkedIn;294584d2-9534-43a0-a4a5-35b9fd4c6cc1;Video;And color dark offer degree.;830;200;24;6686;4102;25.69;47;Male;Faroe Islands;base;Positive
Facebook;d14fd38e-5cdb-4b3b-96ce-aeef25ffc5c3;Image;Arm class wide their.;571;171;60;1017;4255;18.85;50;Male;Botswana;rise;Positive
Facebook;ffa99d8d-07a9-4877-ba53-991dc51c6846;Image;Under accept important various go say.;969;116;10;6864;4056;27.00;40;Male;Greece;in;Negative
LinkedIn;af426dfa-7fc1-482b-8fdb-90ad5e8d62dd;Video;Artist city do and such.;285;8;197;4906;4114;11.91;39;Female;Sao Tome and Principe;left;Positive
Facebook;4e3322c0-46d4-4c45-9b09-4a72d86fd7de;Link;Knowledge serious American shake lawyer rock.;821;462;172;5180;948;153.48;57;Female;Macao;bit;Neutral
Facebook;a8250944-c403-4485-9fc7-9e0c6dbeec78;Image;Traditional eight job item.;626;114;43;3289;4116;19.02;29;Female;Pakistan;alone;Negative
LinkedIn;4a78999b-3019-42f2-a6f2-d2734fbeaa7b;Image;Plant small dog.;902;275;60;1442;2594;47.69;39;Male;Gabon;need;Neutral
Twitter;eb404fe3-3d36-41f2-9571-18d75294e6a2;Video;Author ago night bad.;307;170;198;3045;4415;15.29;52;Female;El Salvador;author;Neutral
LinkedIn;eaa41c31-17da-4ebb-a75d-c09027e23b20;Link;Particularly apply leg from policy owner.;788;134;95;5197;4843;21.00;42;Male;Canada;everybody;Positive
LinkedIn;e01a50df-d61e-43e1-aabe-efda107a43ce;Video;White country forward hold increase.;366;495;107;2884;4184;23.14;41;Female;Oman;dog;Neutral
Twitter;83c2fa5d-9de1-4a85-99a6-6523b6b1bdc2;Link;Hospital scene write economy subject.;584;321;127;3866;3365;30.67;38;Male;Lao People's Democratic Republic;draw;Positive
LinkedIn;5f815790-9a45-4b8c-a715-f1a9ed408412;Link;Agreement fly community popular purpose green company building.;169;481;105;8812;1277;59.12;43;Female;Belgium;form;Neutral
Instagram;ef0576b0-69a0-4856-914f-531a0d5abaac;Video;Republican team use she inside common.;623;240;148;4838;2164;46.72;54;Female;Dominican Republic;today;Negative
Instagram;077bd427-4320-4db8-837b-3d18e688bef1;Video;Plan room many lay and eye finally capital.;394;445;125;7477;2839;33.96;59;Female;New Zealand;network;Neutral
LinkedIn;0446e9e4-a92e-4893-a675-4fe82d661c77;Image;Place teach PM her.;521;398;11;1235;2549;36.48;51;Female;Chile;reality;Neutral
Instagram;4c44bb09-9229-42e2-9690-b2ff4c577853;Link;Soldier type relationship paper.;236;266;10;8414;4854;10.55;47;Male;France;sister;Neutral
Facebook;dcd127dc-7f74-41aa-bc3a-77859fae9654;Link;Catch control should seat moment industry.;673;480;68;9021;1373;88.93;59;Male;Guam;describe;Negative
Instagram;cb3c2d47-fab4-4712-8a29-d61a9c7bc740;Image;Citizen office now two form police put.;31;316;92;4253;4888;8.98;43;Female;Lithuania;of;Negative
LinkedIn;1de93a08-fa8a-44e9-9730-8737b98ac9fc;Video;No along power until west wear here.;682;119;110;2833;3127;29.13;35;Male;Senegal;ago;Neutral
Instagram;bbb04bb9-4734-42f1-8fa9-36444ca50a14;Link;Serve seek first son behind involve help.;119;320;127;5377;1949;29.04;31;Female;Burkina Faso;poor;Neutral
LinkedIn;88787c77-ce27-4b4d-9552-a0b760ce1612;Image;Soon face environment wind our.;936;246;157;4595;3858;34.71;56;Male;Suriname;author;Positive
Facebook;23e48246-2819-49e9-8321-8e5fadc3521c;Link;Son author wind speak leg popular.;931;147;43;3133;3411;32.86;45;Female;Norfolk Island;its;Neutral
LinkedIn;e57e80c2-1ea3-4d40-a647-a17fb85e5a25;Link;Certain she every study public sport.;899;284;127;5359;3078;42.56;56;Female;Malta;race;Positive
Twitter;d2bebcec-c4c9-4ac6-a965-cb5cfa4dbeb7;Link;Surface close church benefit clearly fine.;92;325;186;9560;1922;31.37;40;Male;Timor-Leste;production;Neutral
LinkedIn;c6036df2-adf1-4412-9b65-dacebdfc9611;Link;Herself kid group their visit remember.;702;434;119;4991;4553;27.56;50;Male;Kenya;wrong;Neutral
Twitter;0c13dd9a-eb64-437b-a6bd-e49a71a9cbba;Link;Avoid after during parent.;595;118;69;6826;1176;66.50;43;Male;Equatorial Guinea;it;Positive
Twitter;37809471-c163-44db-888c-f3ca367904d1;Video;Sister central cold long.;706;19;157;5298;2971;29.69;18;Female;Luxembourg;smile;Neutral
LinkedIn;ab873f82-152c-4bf4-b7cd-8d0e99ba7cfd;Video;Loss grow read consumer police remain through.;724;478;11;1571;3845;31.55;36;Female;Cocos (Keeling) Islands;near;Positive
LinkedIn;17d54e4c-5853-48df-bbe0-d23dbc1cf340;Image;Happen against government take without act.;180;130;135;1839;2518;17.67;27;Female;Uzbekistan;throw;Neutral
Instagram;1573e3ca-360a-4bd7-8f21-e1af6b26bdeb;Link;Gun outside religious family spring.;251;93;186;7409;1817;29.17;51;Male;Andorra;establish;Neutral
Twitter;7566a028-d0da-480a-8040-e929fc1486f6;Video;Cost might pick free audience.;126;272;19;4260;4259;9.79;31;Female;Myanmar;mouth;Negative
LinkedIn;dea2c573-ba4b-470f-bdd8-7b705db8e417;Video;Bag rock scientist none reach.;624;210;20;2209;4182;20.42;28;Female;British Indian Ocean Territory (Chagos Archipelago);region;Positive
Facebook;5aba9fae-312a-4876-95ca-b79c7095cea3;Link;Nothing wide behavior arrive game else test.;55;99;175;1780;3919;8.39;38;Female;Burkina Faso;commercial;Positive
LinkedIn;80b037f1-8b9a-47b3-967f-01b13ef6faff;Image;Wind parent first director.;555;50;196;4030;3097;25.86;40;Female;Malawi;herself;Positive
Instagram;7f3ca8d6-8dae-4aa0-bb26-a60bd013ef11;Link;Create war value now clear product husband understand.;787;316;115;4292;3521;34.59;59;Female;Dominica;campaign;Neutral
Facebook;5d6b785d-2b6d-49c9-8106-d68b64792066;Link;Trial account financial authority effort.;315;413;133;3821;3335;25.82;43;Female;Ireland;finally;Negative
LinkedIn;b5ffe6c6-7884-4c52-b2b3-530d0319f169;Video;What research option course member make.;779;330;31;3692;3265;34.92;49;Male;Puerto Rico;enjoy;Neutral
Instagram;bcd6acdd-b65c-4d97-bdd5-39a715e1dfbe;Video;Get effect teach face law accept.;974;202;149;3513;1174;112.86;18;Female;New Caledonia;computer;Neutral
Instagram;de36044c-bcc1-4947-9268-588588170d64;Link;Court difficult politics.;226;422;159;6287;3361;24.01;56;Male;Falkland Islands (Malvinas);read;Negative
LinkedIn;35a41a35-75eb-428f-87ad-0feae12e41e2;Video;Suggest cause level remain artist base.;776;258;141;9721;1689;69.57;27;Female;Madagascar;walk;Positive
LinkedIn;04cbf122-878d-4384-966a-26fd3918dc75;Link;Leave where eye matter ten so.;859;387;78;9739;4605;28.75;25;Male;Colombia;hair;Neutral
LinkedIn;10752f11-66c8-4f22-8160-3fb28083edb7;Image;News much newspaper vote.;488;145;156;9850;691;114.18;51;Female;Tunisia;drop;Neutral
Instagram;20bd95c2-8602-4430-808a-9dd1b858c6a3;Image;Few no safe woman during through may.;903;216;42;4574;1897;61.20;19;Male;Georgia;experience;Positive
Instagram;e6d4a331-026b-46ea-899b-55679d3a13ba;Image;Measure memory make control house will group.;530;401;53;2761;4921;20.00;47;Female;Colombia;ground;Negative
Twitter;ce578496-8626-4281-80af-8293d666feb9;Video;Anyone data garden.;869;285;108;2138;3502;36.04;45;Male;Dominican Republic;trouble;Negative
Instagram;39ee3bee-e022-44d5-a058-a9e210353814;Image;Democratic second fine during leg.;570;298;6;3475;1478;59.13;32;Male;Zambia;discussion;Positive
Twitter;8dfeddd4-a844-4929-ae4f-27f66a8038d9;Link;Involve task more simple our candidate.;592;412;164;7236;4168;28.02;39;Male;Korea;painting;Positive
Facebook;a4a055cc-f7ad-4443-9f1a-4326c0277e93;Image;Kitchen every consumer hotel let system.;194;88;10;4270;2765;10.56;37;Male;Burkina Faso;project;Negative
Instagram;19ae932a-8a97-46f3-99bc-ec55217ee765;Link;Scene per camera possible man understand development.;880;311;172;7214;1032;132.07;63;Male;Togo;factor;Negative
Instagram;0ca87784-ceff-4dd9-a701-d096e7e22fa8;Video;Admit month decision those.;256;338;82;3503;3061;22.08;42;Female;United Kingdom;cover;Negative
Instagram;b4e5e1d8-8157-43ea-a54a-8dd9f86fb493;Link;Former often popular country.;583;231;168;5085;1617;60.73;44;Female;Belgium;scientist;Negative
Instagram;35806753-806d-42c1-b2e6-5241c7cc1fc4;Image;Rich speak try write institution.;638;73;38;7737;3747;19.99;41;Male;Malaysia;agency;Positive
Facebook;fc621846-6872-46ec-b0ab-5c808513dbc4;Link;Enough lot here left bad.;666;337;115;7319;508;220.08;63;Male;Guinea;thing;Neutral
Facebook;a7531cb1-0873-4f08-b713-359b1c2d39d6;Video;Officer action senior suggest.;277;364;124;3904;1721;44.45;42;Female;Brazil;approach;Negative
LinkedIn;8fb97ed8-07a4-4fb0-8893-5b7e75687aef;Video;Cover doctor drug research wish.;147;390;145;2011;805;84.72;43;Male;Martinique;town;Neutral
Facebook;c8e3dfe0-bfe5-4f7f-b6d8-a5687729560e;Link;Edge day peace health.;617;71;7;4497;4850;14.33;38;Male;Fiji;home;Neutral
Facebook;14197589-70d6-4da9-813b-4376782a81e6;Image;Make often traditional see.;634;333;62;9095;1234;83.39;54;Male;Guyana;run;Neutral
LinkedIn;f90cd3c8-226a-41d1-97bd-ea95cbe3cc93;Video;Guess dark effort move letter where situation.;564;193;25;1050;1656;47.22;23;Male;Sao Tome and Principe;still;Negative
Instagram;fabfd568-d81f-4111-9cfe-19d189155c0f;Image;Consumer image price security.;670;328;88;9729;4696;23.13;61;Male;Albania;above;Negative
Twitter;c230e9ad-d89e-48a3-8a2c-cb294b397570;Image;Available skin better still loss.;704;183;189;9662;1195;90.04;49;Female;Falkland Islands (Malvinas);water;Neutral
LinkedIn;267f3830-20ab-45db-b4ae-f0e876328db6;Image;Week in effort sea someone.;756;87;155;2780;2801;35.63;62;Male;Lao People's Democratic Republic;girl;Negative
LinkedIn;34fffe1f-1c0e-43c1-80d0-f41d04d26e4e;Video;Company foot however himself also.;11;57;191;3285;3165;8.18;52;Male;Jersey;organization;Negative
LinkedIn;98fa1c4a-552b-429a-9881-0a16e6c847c2;Image;Reach maintain huge way heavy from small.;971;23;27;2849;3552;28.74;47;Female;Sri Lanka;find;Negative
Instagram;4e5d5ad3-9f41-4bb1-b9b7-6a7123c7a877;Image;Investment happy live force reveal quite.;771;456;150;4086;4202;32.77;56;Male;Kuwait;appear;Positive
LinkedIn;54f9fb21-a8b0-4e26-9ddf-f6b22a1a981a;Video;An although Mrs.;983;391;72;3884;3849;37.57;31;Female;United States Virgin Islands;buy;Negative
Instagram;b1d5b01e-7db3-4239-9894-0ae37c59334e;Link;Program writer eight throw cup during.;784;369;182;5641;2466;54.14;49;Male;Solomon Islands;anyone;Neutral
LinkedIn;c1d98195-e958-46c4-ba55-467ba9649815;Image;Bad type property production team your.;323;42;24;8290;3757;10.35;25;Female;Greenland;fight;Neutral
Twitter;ba996ba5-52fa-4481-9685-6374ad11f401;Image;Party yet image ago forget.;271;47;37;6501;965;36.79;35;Female;Jersey;fall;Neutral
Instagram;1b358944-e575-47bb-8725-b264e2b420ce;Link;Mean fill size where local student hit.;963;43;58;5629;3670;28.99;52;Male;Mauritania;anything;Negative
Instagram;ca1bd978-f975-4a56-b5ff-7cc076d39b45;Image;Language type possible treatment store happen.;780;478;173;8401;1687;84.83;22;Male;Iraq;try;Negative
Instagram;59f28fc8-4bc0-4a2b-bef9-e7361d3c8159;Link;So cause since account allow.;684;391;43;2606;1935;57.78;18;Male;Sri Lanka;teach;Negative
Facebook;7897e104-c84d-44bf-b643-57ccce12438f;Image;Have should speech news hit.;970;42;4;4053;734;138.42;31;Female;Turkey;assume;Neutral
Instagram;ef2b3b4f-052c-47d9-bba2-27e4f3d75ac8;Link;Manage out may feel keep black yourself.;23;161;187;1047;1344;27.60;64;Male;Ecuador;pick;Neutral
LinkedIn;834b3df9-8e97-4fea-8ebe-1e5012358fc7;Link;Poor speak owner guess later.;401;221;30;7349;4995;13.05;39;Female;Mayotte;peace;Negative
Facebook;3f848dd6-f7ea-4317-87fe-7ce9e7a6b39c;Video;Resource expect perhaps try guess.;759;308;190;7613;726;173.14;50;Male;Fiji;ten;Neutral
Instagram;dcd3e647-3efc-44db-9495-065bb24fb251;Video;Always across run happen pick walk.;381;108;126;2741;2178;28.24;22;Male;Bulgaria;to;Negative
